Indicator,"Opioid-related and other drug poisoning deaths per 100,000 people, by drug type"
Source,"Centers for Disease Control and Prevention, National Center for Health Statistics via CDC WONDER Database.<br />
<br />
Suggested Citation:<br />
<br />
SHADAC analysis of [DATA SOURCE], State Health Compare, SHADAC, University of Minnesota, statehealthcompare.shadac.org, Accessed [DATE].<br />
<div><br />
</div>"
Notes,"Age-adjusted rates of drug-poisoning deaths, including those associated with certain opioids (natural and semi-synthetic opioids [e.g., hydrocodone, oxycodone], synthetic opioids [e.g., fentanyl], and heroin), and other selected drugs. Rates and standard errors obtained from the CDC WONDER Database using ICD-10 underlying cause-of-death codes X40&ndash;X44 (unintentional death), X60&ndash;X64 (suicide), X85 (homicide), and Y10&ndash;Y14 (death of undetermined intent) with multiple cause-of-death codes of T40.2 (other opioids [i.e., natural and semi-synthetic opioids]), T40.4 (other synthetic opioids [i.e., those other than methadone]), T40.1 (heroin), T40.5 (cocaine) and T43.6 (psychostimulants with abuse potential). Excluded opioids include T40.0 (opiuim), T40.3 (methadone), T40.6 (other or unspecified opioids). Deaths from these types of drugs are not mutually exclusive (e.g., an overdose death may involve both heroin and synthetic opioids); because of that, death rates cannot be accurately summed across categories for a total rate. N/A indicates that data are suppressed because the rate is based on 20 or fewer deaths. In some years, deaths related to specific drugs may be under-reported because of an unusually high number of death certificates with a cause listed as "pending" (e.g., Ohio and West Virginia in 2009). More information is available&nbsp;<a href="https://www.cdc.gov/nchs/data/nvsr/nvsr60/nvsr60_03.pdf">here</a>."
Description,"<div><span style="font-size: 18px;">Age-adjusted rates of deaths caused by drug poisoning (i.e., overdose), including those caused by natural and semi-synthetic opioids, synthetic opioids (non-methadone), the illegal opioid heroin, cocaine, and psychostimulants.</span></div>
<div><span style="font-size: 18px;"><br />
</span></div>
<div><span style="font-size: 18px;">Natural and semi-synthetic opioids &ndash; This category includes common prescription painkiller pills (e.g., hydrocodone and oxycodone). It includes deaths from painkillers that were legitimately manufactured, prescribed and sold, as well as those that may have been improperly prescribed or diverted from their intended source. It also may include deaths from &ldquo;counterfeit&rdquo; painkiller pills that were illicitly trafficked.</span></div>
<div><span style="font-size: 18px;"><br />
</span></div>
<div><span style="font-size: 18px;">Synthetic opioids &ndash; This category include synthetic opioids (e.g., fentanyl). However, it excludes methadone, a synthetic opioid that is used both as a painkiller and as a U.S. Food and Drug Administration-approved medication for treating opioid use disorder. It includes deaths from synthetic that were legitimately manufactured, prescribed and sold, as well as those that may have been improperly prescribed or diverted from their intended source. It also includes deaths from illicitly trafficked synthetic opioids, which may be sold inaccurately (i.e., sold as heroin when it actually is fentanyl) or combined with other drugs (i.e., mixed into heroin or counterfeit painkiller pills to increase their potency).</span></div>
<div><span style="font-size: 18px;"><br />
</span></div>
<div><span style="font-size: 18px;">Heroin &ndash; This category includes only heroin, which has no legal medical use in the United States and is exclusively trafficked illicitly. However, heroin may be mixed with other drugs (e.g., synthetic opioids).</span></div>
<div><span style="font-size: 18px;"><br />
</span></div>
19,Iowa,Psychostimulants,2012,"Rate per 100,000",1.0087,0.37410640716552734
20,Kansas,Psychostimulants,2012,"Rate per 100,000",1.13977,0.42168024182319641
21,Kentucky,Psychostimulants,2012,"Rate per 100,000",0.61037,0.23661978542804718
22,Louisiana,Psychostimulants,2012,"Rate per 100,000",N/A,N/A
23,Maine,Psychostimulants,2012,"Rate per 100,000",N/A,N/A
24,Maryland,Psychostimulants,2012,"Rate per 100,000",N/A,N/A
25,Massachusetts,Psychostimulants,2012,"Rate per 100,000",0.3048,0.13626100122928619
26,Michigan,Psychostimulants,2012,"Rate per 100,000",N/A,N/A
27,Minnesota,Psychostimulants,2012,"Rate per 100,000",0.93906,0.26948124170303345
28,Mississippi,Psychostimulants,2012,"Rate per 100,000",N/A,N/A
29,Missouri,Psychostimulants,2012,"Rate per 100,000",1.00773,0.26350829005241394
30,Montana,Psychostimulants,2012,"Rate per 100,000",N/A,N/A
31,Nebraska,Psychostimulants,2012,"Rate per 100,000",N/A,N/A
32,Nevada,Psychostimulants,2012,"Rate per 100,000",3.70387,0.71977949142456055
33,New Hampshire,Psychostimulants,2012,"Rate per 100,000",N/A,N/A
34,New Jersey,Psychostimulants,2012,"Rate per 100,000",N/A,N/A
35,New Mexico,Psychostimulants,2012,"Rate per 100,000",3.36626,0.82912623882293701
36,New York,Psychostimulants,2012,"Rate per 100,000",0.26146,7.4401356279850006E-2
37,North Carolina,Psychostimulants,2012,"Rate per 100,000",0.2931,0.11191930621862411
38,North Dakota,Psychostimulants,2012,"Rate per 100,000",N/A,N/A
39,Ohio,Psychostimulants,2012,"Rate per 100,000",0.32675,0.11202502250671387
40,Oklahoma,Psychostimulants,2012,"Rate per 100,000",3.03251,0.5707365870475769
41,Oregon,Psychostimulants,2012,"Rate per 100,000",1.44032,0.39025738835334778
42,Pennsylvania,Psychostimulants,2012,"Rate per 100,000",0.23449,8.8189899921417236E-2
44,Rhode Island,Psychostimulants,2012,"Rate per 100,000",N/A,N/A
45,South Carolina,Psychostimulants,2012,"Rate per 100,000",N/A,N/A
46,South Dakota,Psychostimulants,2012,"Rate per 100,000",N/A,N/A
47,Tennessee,Psychostimulants,2012,"Rate per 100,000",0.79889,0.22450187802314758
48,Texas,Psychostimulants,2012,"Rate per 100,000",0.787,0.10787918418645859
49,Utah,Psychostimulants,2012,"Rate per 100,000",3.10506,0.69063061475753784
50,Vermont,Psychostimulants,2012,"Rate per 100,000",N/A,N/A
51,Virginia,Psychostimulants,2012,"Rate per 100,000",N/A,N/A
53,Washington,Psychostimulants,2012,"Rate per 100,000",2.07173,0.34510087966918945
54,West Virginia,Psychostimulants,2012,"Rate per 100,000",N/A,N/A
55,Wisconsin,Psychostimulants,2012,"Rate per 100,000",N/A,N/A
56,Wyoming,Psychostimulants,2012,"Rate per 100,000",N/A,N/A
US,United States,Psychostimulants,2012,"Rate per 100,000",0.83643,3.2512705773115158E-2
01,Alabama,Synthetic opioids,2012,"Rate per 100,000",N/A,0.16817468359999899
02,Alaska,Synthetic opioids,2012,"Rate per 100,000",N/A,N/A
04,Arizona,Synthetic opioids,2012,"Rate per 100,000",0.55673,0.18520983348
05,Arkansas,Synthetic opioids,2012,"Rate per 100,000",0.70624,0.31460116016
06,California,Synthetic opioids,2012,"Rate per 100,000",0.37332,6.1054223439999902E-2
08,Colorado,Synthetic opioids,2012,"Rate per 100,000",0.94572,0.26035079643999998
09,Connecticut,Synthetic opioids,2012,"Rate per 100,000",N/A,0.21795245471999899
10,Delaware,Synthetic opioids,2012,"Rate per 100,000",N/A,0.81368563472
11,Dist. of Columbia,Synthetic opioids,2012,"Rate per 100,000",N/A,N/A
12,Florida,Synthetic opioids,2012,"Rate per 100,000",0.81549,0.12892323752000001
13,Georgia,Synthetic opioids,2012,"Rate per 100,000",0.61373,0.15545490492
15,Hawaii,Synthetic opioids,2012,"Rate per 100,000",N/A,N/A
16,Idaho,Synthetic opioids,2012,"Rate per 100,000",N/A,0.42864379739999903
17,Illinois,Synthetic opioids,2012,"Rate per 100,000",0.64517,0.13998752964
18,Indiana,Synthetic opioids,2012,"Rate per 100,000",0.70026,0.21113247203999899
19,Iowa,Synthetic opioids,2012,"Rate per 100,000",1.31505,0.44163512624000001
20,Kansas,Synthetic opioids,2012,"Rate per 100,000",1.62442,0.48986251776
21,Kentucky,Synthetic opioids,2012,"Rate per 100,000",1.60836,0.38298404508
22,Louisiana,Synthetic opioids,2012,"Rate per 100,000",N/A,0.19956296443999899
23,Maine,Synthetic opioids,2012,"Rate per 100,000",N/A,0.63233290091999905
24,Maryland,Synthetic opioids,2012,"Rate per 100,000",0.84884,0.23642780083999901
25,Massachusetts,Synthetic opioids,2012,"Rate per 100,000",0.97804,0.23960389656
26,Michigan,Synthetic opioids,2012,"Rate per 100,000",0.73551,0.17405625748
27,Minnesota,Synthetic opioids,2012,"Rate per 100,000",0.74113,0.233550993199999
28,Mississippi,Synthetic opioids,2012,"Rate per 100,000",0.6946,0.31047861964000001
29,Missouri,Synthetic opioids,2012,"Rate per 100,000",0.9703,0.25943518832000001
30,Montana,Synthetic opioids,2012,"Rate per 100,000",N/A,0.777161350279999
31,Nebraska,Synthetic opioids,2012,"Rate per 100,000",N/A,0.35435957396000001
32,Nevada,Synthetic opioids,2012,"Rate per 100,000",0.94831,0.36161879459999902
33,New Hampshire,Synthetic opioids,2012,"Rate per 100,000",1.75766,0.72049066488000002
34,New Jersey,Synthetic opioids,2012,"Rate per 100,000",0.40334,0.13131877108000001
35,New Mexico,Synthetic opioids,2012,"Rate per 100,000",1.90348,0.62969598356000001
36,New York,Synthetic opioids,2012,"Rate per 100,000",0.81998,0.12775378979999899
37,North Carolina,Synthetic opioids,2012,"Rate per 100,000",1.4354,0.240463046879999
38,North Dakota,Synthetic opioids,2012,"Rate per 100,000",N/A,N/A
39,Ohio,Synthetic opioids,2012,"Rate per 100,000",1.2327,0.20921368299999901
40,Oklahoma,Synthetic opioids,2012,"Rate per 100,000",2.87206,0.55429382315999898
41,Oregon,Synthetic opioids,2012,"Rate per 100,000",0.73875,0.2671708438
42,Pennsylvania,Synthetic opioids,2012,"Rate per 100,000",0.77848,0.15676897908000001
44,Rhode Island,Synthetic opioids,2012,"Rate per 100,000",N/A,0.61827052812000005
45,South Carolina,Synthetic opioids,2012,"Rate per 100,000",0.97228,0.2862224162
46,South Dakota,Synthetic opioids,2012,"Rate per 100,000",N/A,N/A
47,Tennessee,Synthetic opioids,2012,"Rate per 100,000",1.23365,0.27936663608000001
48,Texas,Synthetic opioids,2012,"Rate per 100,000",0.45125,8.0957251199999997E-2
49,Utah,Synthetic opioids,2012,"Rate per 100,000",2.22953,0.57863324624000001
50,Vermont,Synthetic opioids,2012,"Rate per 100,000",N/A,N/A
51,Virginia,Synthetic opioids,2012,"Rate per 100,000",1.06933,0.22439831063999899
53,Washington,Synthetic opioids,2012,"Rate per 100,000",0.81615,0.21144627391999901
54,West Virginia,Synthetic opioids,2012,"Rate per 100,000",5.02019,1.0662609327999899
55,Wisconsin,Synthetic opioids,2012,"Rate per 100,000",0.92141,0.247765897119999
56,Wyoming,Synthetic opioids,2012,"Rate per 100,000",N/A,N/A
US,United States,Synthetic opioids,2012,"Rate per 100,000",0.83636,3.254650756E-2
01,Alabama,Cocaine,2013,"Rate per 100,000",0.66218,0.24134431779384613
02,Alaska,Cocaine,2013,"Rate per 100,000",N/A,N/A
04,Arizona,Cocaine,2013,"Rate per 100,000",0.71225,0.20718260109424591
05,Arkansas,Cocaine,2013,"Rate per 100,000",N/A,N/A
06,California,Cocaine,2013,"Rate per 100,000",0.58835,7.5992926955223083E-2
08,Colorado,Cocaine,2013,"Rate per 100,000",1.01157,0.27080875635147095
09,Connecticut,Cocaine,2013,"Rate per 100,000",3.92117,0.65627670288085938
10,Delaware,Cocaine,2013,"Rate per 100,000",N/A,N/A
11,Dist. of Columbia,Cocaine,2013,"Rate per 100,000",4.80067,1.7210655212402344
12,Florida,Cocaine,2013,"Rate per 100,000",1.91814,0.20201607048511505
13,Georgia,Cocaine,2013,"Rate per 100,000",1.13671,0.20868588984012604
15,Hawaii,Cocaine,2013,"Rate per 100,000",N/A,N/A
16,Idaho,Cocaine,2013,"Rate per 100,000",N/A,N/A
17,Illinois,Cocaine,2013,"Rate per 100,000",2.17699,0.25686401128768921
18,Indiana,Cocaine,2013,"Rate per 100,000",0.82188,0.23132005333900452
19,Iowa,Cocaine,2013,"Rate per 100,000",N/A,N/A
20,Kansas,Cocaine,2013,"Rate per 100,000",N/A,N/A
21,Kentucky,Cocaine,2013,"Rate per 100,000",1.79257,0.40670973062515259
22,Louisiana,Cocaine,2013,"Rate per 100,000",1.33943,0.33846133947372437
23,Maine,Cocaine,2013,"Rate per 100,000",N/A,N/A
24,Maryland,Cocaine,2013,"Rate per 100,000",1.57016,0.31794372200965881
25,Massachusetts,Cocaine,2013,"Rate per 100,000",3.5098,0.45720455050468445
26,Michigan,Cocaine,2013,"Rate per 100,000",1.90586,0.28093826770782471
27,Minnesota,Cocaine,2013,"Rate per 100,000",0.68089,0.22062015533447266
28,Mississippi,Cocaine,2013,"Rate per 100,000",N/A,N/A
29,Missouri,Cocaine,2013,"Rate per 100,000",0.90896,0.25202590227127075
30,Montana,Cocaine,2013,"Rate per 100,000",N/A,N/A
31,Nebraska,Cocaine,2013,"Rate per 100,000",N/A,N/A
32,Nevada,Cocaine,2013,"Rate per 100,000",1.83835,0.49583166837692261
33,New Hampshire,Cocaine,2013,"Rate per 100,000",2.22874,0.83111280202865601
34,New Jersey,Cocaine,2013,"Rate per 100,000",2.16538,0.30779674649238586
35,New Mexico,Cocaine,2013,"Rate per 100,000",3.02031,0.79356586933135986
36,New York,Cocaine,2013,"Rate per 100,000",2.64286,0.2281394749879837
37,North Carolina,Cocaine,2013,"Rate per 100,000",1.75232,0.26536014676094055
38,North Dakota,Cocaine,2013,"Rate per 100,000",N/A,N/A
39,Ohio,Cocaine,2013,"Rate per 100,000",3.63207,0.35686948895454407
40,Oklahoma,Cocaine,2013,"Rate per 100,000",0.69817,0.26948168873786926
41,Oregon,Cocaine,2013,"Rate per 100,000",N/A,N/A
42,Pennsylvania,Cocaine,2013,"Rate per 100,000",1.48639,0.220046266913414
44,Rhode Island,Cocaine,2013,"Rate per 100,000",6.53975,1.5878316164016724
45,South Carolina,Cocaine,2013,"Rate per 100,000",0.97417,0.28158286213874817
46,South Dakota,Cocaine,2013,"Rate per 100,000",N/A,N/A
47,Tennessee,Cocaine,2013,"Rate per 100,000",2.01597,0.34818223118782043
48,Texas,Cocaine,2013,"Rate per 100,000",1.481,0.14786367118358612
49,Utah,Cocaine,2013,"Rate per 100,000",1.04588,0.38051298260688782
50,Vermont,Cocaine,2013,"Rate per 100,000",N/A,N/A
51,Virginia,Cocaine,2013,"Rate per 100,000",1.28932,0.24548481404781342
53,Washington,Cocaine,2013,"Rate per 100,000",1.21821,0.25966748595237732
54,West Virginia,Cocaine,2013,"Rate per 100,000",4.37288,1.0076476335525513
55,Wisconsin,Cocaine,2013,"Rate per 100,000",1.58798,0.33479666709899902
56,Wyoming,Cocaine,2013,"Rate per 100,000",N/A,N/A
US,United States,Cocaine,2013,"Rate per 100,000",1.5624,4.4324323534965515E-2
01,Alabama,Heroin,2013,"Rate per 100,000",0.83622,0.26198305307999897
02,Alaska,Heroin,2013,"Rate per 100,000",3.22412,1.3237422970799899
04,Arizona,Heroin,2013,"Rate per 100,000",2.29803,0.37595955207999898
05,Arkansas,Heroin,2013,"Rate per 100,000",N/A,N/A
06,California,Heroin,2013,"Rate per 100,000",1.23814,0.11132892316
08,Colorado,Heroin,2013,"Rate per 100,000",2.27867,0.41117631855999898
09,Connecticut,Heroin,2013,"Rate per 100,000",6.52307,0.86516262979999903
10,Delaware,Heroin,2013,"Rate per 100,000",4.47659,1.42956223648
11,Dist. of Columbia,Heroin,2013,"Rate per 100,000",5.08578,1.7197691503999899
12,Florida,Heroin,2013,"Rate per 100,000",1.02009,0.15068138764
13,Georgia,Heroin,2013,"Rate per 100,000",0.68643,0.16553351891999901
15,Hawaii,Heroin,2013,"Rate per 100,000",N/A,0.48023271239999898
16,Idaho,Heroin,2013,"Rate per 100,000",N/A,N/A
17,Illinois,Heroin,2013,"Rate per 100,000",4.53817,0.37223602443999898
18,Indiana,Heroin,2013,"Rate per 100,000",2.59785,0.4066424642
19,Iowa,Heroin,2013,"Rate per 100,000",1.04833,0.37613109715999898
20,Kansas,Heroin,2013,"Rate per 100,000",N/A,0.22343226976
21,Kentucky,Heroin,2013,"Rate per 100,000",5.14312,0.69377906556000002
22,Louisiana,Heroin,2013,"Rate per 100,000",2.68999,0.48782497819999998
23,Maine,Heroin,2013,"Rate per 100,000",N/A,0.70012777800000003
24,Maryland,Heroin,2013,"Rate per 100,000",3.64435,0.49205119879999898
25,Massachusetts,Heroin,2013,"Rate per 100,000",4.405,0.51670005100000005
26,Michigan,Heroin,2013,"Rate per 100,000",4.45688,0.43354076135999903
27,Minnesota,Heroin,2013,"Rate per 100,000",1.72295,0.35663878739999899
28,Mississippi,Heroin,2013,"Rate per 100,000",N/A,0.22006157152
29,Missouri,Heroin,2013,"Rate per 100,000",4.62906,0.57159866904000001
30,Montana,Heroin,2013,"Rate per 100,000",N/A,N/A
31,Nebraska,Heroin,2013,"Rate per 100,000",N/A,N/A
32,Nevada,Heroin,2013,"Rate per 100,000",1.73213,0.49480655895999898
33,New Hampshire,Heroin,2013,"Rate per 100,000",5.48324,1.3372498742399901
34,New Jersey,Heroin,2013,"Rate per 100,000",4.38085,0.44356745691999899
35,New Mexico,Heroin,2013,"Rate per 100,000",4.55767,0.96698086072
36,New York,Heroin,2013,"Rate per 100,000",3.31917,0.25509443512000002
37,North Carolina,Heroin,2013,"Rate per 100,000",1.98543,0.28583854823999899
38,North Dakota,Heroin,2013,"Rate per 100,000",N/A,N/A
39,Ohio,Heroin,2013,"Rate per 100,000",9.08356,0.57323712124000004
40,Oklahoma,Heroin,2013,"Rate per 100,000",0.60994,0.25840174303999902
41,Oregon,Heroin,2013,"Rate per 100,000",2.68619,0.52727152071999905
42,Pennsylvania,Heroin,2013,"Rate per 100,000",3.40905,0.33571202812000001
44,Rhode Island,Heroin,2013,"Rate per 100,000",6.45805,1.5996357621999899
45,South Carolina,Heroin,2013,"Rate per 100,000",0.66553,0.23466824023999899
46,South Dakota,Heroin,2013,"Rate per 100,000",N/A,N/A
47,Tennessee,Heroin,2013,"Rate per 100,000",1.06577,0.25567996747999899
48,Texas,Heroin,2013,"Rate per 100,000",1.38324,0.14223103579999899
49,Utah,Heroin,2013,"Rate per 100,000",4.17109,0.75159047292000003
50,Vermont,Heroin,2013,"Rate per 100,000",3.50671,1.5708878777199899
51,Virginia,Heroin,2013,"Rate per 100,000",2.54309,0.35058488836000001
53,Washington,Heroin,2013,"Rate per 100,000",2.92149,0.40536402871999899
54,West Virginia,Heroin,2013,"Rate per 100,000",8.7064,1.4377336646400001
55,Wisconsin,Heroin,2013,"Rate per 100,000",4.32022,0.56293118056000002
56,Wyoming,Heroin,2013,"Rate per 100,000",N/A,N/A
US,United States,Heroin,2013,"Rate per 100,000",2.67362,5.8392051479999901E-2
01,Alabama,Natural and semi-synthetic opioids,2013,"Rate per 100,000",1.34654,0.33356610840000001
02,Alaska,Natural and semi-synthetic opioids,2013,"Rate per 100,000",5.17046,1.7183484679200001
04,Arizona,Natural and semi-synthetic opioids,2013,"Rate per 100,000",3.9053,0.48915828583999899
05,Arkansas,Natural and semi-synthetic opioids,2013,"Rate per 100,000",3.80811,0.72093358764000004
06,California,Natural and semi-synthetic opioids,2013,"Rate per 100,000",2.56933,0.15820230160000001
08,Colorado,Natural and semi-synthetic opioids,2013,"Rate per 100,000",4.05623,0.54255934235999903
09,Connecticut,Natural and semi-synthetic opioids,2013,"Rate per 100,000",3.84139,0.64290531535999895
10,Delaware,Natural and semi-synthetic opioids,2013,"Rate per 100,000",3.97209,1.35158237227999
11,Dist. of Columbia,Natural and semi-synthetic opioids,2013,"Rate per 100,000",N/A,0.82896218243999897
12,Florida,Natural and semi-synthetic opioids,2013,"Rate per 100,000",3.8011,0.27834898644
13,Georgia,Natural and semi-synthetic opioids,2013,"Rate per 100,000",3.05866,0.34449195199999899
15,Hawaii,Natural and semi-synthetic opioids,2013,"Rate per 100,000",2.73456,0.88126435711999895
16,Idaho,Natural and semi-synthetic opioids,2013,"Rate per 100,000",3.12457,0.88028781848000004
17,Illinois,Natural and semi-synthetic opioids,2013,"Rate per 100,000",1.37741,0.20140150128000001
18,Indiana,Natural and semi-synthetic opioids,2013,"Rate per 100,000",1.73379,0.32795638455999898
19,Iowa,Natural and semi-synthetic opioids,2013,"Rate per 100,000",3.63551,0.71195515299999901
20,Kansas,Natural and semi-synthetic opioids,2013,"Rate per 100,000",3.21014,0.68536637119999899
21,Kentucky,Natural and semi-synthetic opioids,2013,"Rate per 100,000",7.98248,0.85471217635999897
22,Louisiana,Natural and semi-synthetic opioids,2013,"Rate per 100,000",1.88697,0.40847069143999998
23,Maine,Natural and semi-synthetic opioids,2013,"Rate per 100,000",4.89504,1.25253806468
24,Maryland,Natural and semi-synthetic opioids,2013,"Rate per 100,000",4.91575,0.56127241295999897
25,Massachusetts,Natural and semi-synthetic opioids,2013,"Rate per 100,000",2.60779,0.39051667396
26,Michigan,Natural and semi-synthetic opioids,2013,"Rate per 100,000",2.79204,0.33407413255999902
27,Minnesota,Natural and semi-synthetic opioids,2013,"Rate per 100,000",2.00407,0.38106549907999898
28,Mississippi,Natural and semi-synthetic opioids,2013,"Rate per 100,000",1.84706,0.49516761448000002
29,Missouri,Natural and semi-synthetic opioids,2013,"Rate per 100,000",4.03388,0.52338945847999996
30,Montana,Natural and semi-synthetic opioids,2013,"Rate per 100,000",4.63773,1.42021844608
31,Nebraska,Natural and semi-synthetic opioids,2013,"Rate per 100,000",1.78661,0.62270061223999895
32,Nevada,Natural and semi-synthetic opioids,2013,"Rate per 100,000",8.26705,1.05626123232
33,New Hampshire,Natural and semi-synthetic opioids,2013,"Rate per 100,000",4.30435,1.11340930708
34,New Jersey,Natural and semi-synthetic opioids,2013,"Rate per 100,000",2.55577,0.33463260711999898
35,New Mexico,Natural and semi-synthetic opioids,2013,"Rate per 100,000",10.11094,1.4109676498399999
36,New York,Natural and semi-synthetic opioids,2013,"Rate per 100,000",3.14071,0.24653039543999899
37,North Carolina,Natural and semi-synthetic opioids,2013,"Rate per 100,000",4.07482,0.40661630799999998
38,North Dakota,Natural and semi-synthetic opioids,2013,"Rate per 100,000",N/A,N/A
39,Ohio,Natural and semi-synthetic opioids,2013,"Rate per 100,000",4.48277,0.39459365427999898
40,Oklahoma,Natural and semi-synthetic opioids,2013,"Rate per 100,000",9.75813,1.0084420166800001
41,Oregon,Natural and semi-synthetic opioids,2013,"Rate per 100,000",2.86459,0.52967398091999895
42,Pennsylvania,Natural and semi-synthetic opioids,2013,"Rate per 100,000",3.24294,0.32357005352000001
44,Rhode Island,Natural and semi-synthetic opioids,2013,"Rate per 100,000",7.38405,1.65372632712
45,South Carolina,Natural and semi-synthetic opioids,2013,"Rate per 100,000",3.04613,0.50825975983999905
46,South Dakota,Natural and semi-synthetic opioids,2013,"Rate per 100,000",3.53633,1.36667606964
47,Tennessee,Natural and semi-synthetic opioids,2013,"Rate per 100,000",8.10126,0.70628863619999904
48,Texas,Natural and semi-synthetic opioids,2013,"Rate per 100,000",1.71077,0.159175541559999
49,Utah,Natural and semi-synthetic opioids,2013,"Rate per 100,000",13.3252,1.4016346041600001
50,Vermont,Natural and semi-synthetic opioids,2013,"Rate per 100,000",5.90397,1.98804023628
51,Virginia,Natural and semi-synthetic opioids,2013,"Rate per 100,000",3.48716,0.40173007111999898
53,Washington,Natural and semi-synthetic opioids,2013,"Rate per 100,000",3.65589,0.44498757884000001
54,West Virginia,Natural and semi-synthetic opioids,2013,"Rate per 100,000",19.25883,2.09293804076
55,Wisconsin,Natural and semi-synthetic opioids,2013,"Rate per 100,000",4.76379,0.57615244483999895
56,Wyoming,Natural and semi-synthetic opioids,2013,"Rate per 100,000",5.88021,2.0596456277600002
US,United States,Natural and semi-synthetic opioids,2013,"Rate per 100,000",3.54216,6.634027092E-2
01,Alabama,Psychostimulants,2013,"Rate per 100,000",0.48186,0.20465165376663208
02,Alaska,Psychostimulants,2013,"Rate per 100,000",3.4016,1.4471842050552368
04,Arizona,Psychostimulants,2013,"Rate per 100,000",2.92736,0.42751204967498779
05,Arkansas,Psychostimulants,2013,"Rate per 100,000",1.55083,0.4589102566242218
06,California,Psychostimulants,2013,"Rate per 100,000",2.62507,0.16129975020885468
08,Colorado,Psychostimulants,2013,"Rate per 100,000",1.85169,0.37012350559234619
09,Connecticut,Psychostimulants,2013,"Rate per 100,000",N/A,N/A
10,Delaware,Psychostimulants,2013,"Rate per 100,000",N/A,N/A
11,Dist. of Columbia,Psychostimulants,2013,"Rate per 100,000",N/A,N/A
12,Florida,Psychostimulants,2013,"Rate per 100,000",0.43584,9.6119783818721771E-2
13,Georgia,Psychostimulants,2013,"Rate per 100,000",1.14595,0.21199798583984375
15,Hawaii,Psychostimulants,2013,"Rate per 100,000",3.99559,1.0795717239379883
16,Idaho,Psychostimulants,2013,"Rate per 100,000",1.70693,0.66640084981918335
17,Illinois,Psychostimulants,2013,"Rate per 100,000",0.18666,7.8002497553825378E-2
18,Indiana,Psychostimulants,2013,"Rate per 100,000",0.32269,0.14304845035076141
19,Iowa,Psychostimulants,2013,"Rate per 100,000",1.67634,0.48744538426399231
20,Kansas,Psychostimulants,2013,"Rate per 100,000",1.26324,0.43277817964553833
21,Kentucky,Psychostimulants,2013,"Rate per 100,000",0.9972,0.30713972449302673
22,Louisiana,Psychostimulants,2013,"Rate per 100,000",0.77909,0.26675406098365784
23,Maine,Psychostimulants,2013,"Rate per 100,000",N/A,N/A
24,Maryland,Psychostimulants,2013,"Rate per 100,000",N/A,N/A
25,Massachusetts,Psychostimulants,2013,"Rate per 100,000",0.42934,0.15865741670131683
26,Michigan,Psychostimulants,2013,"Rate per 100,000",0.28231,0.11112149804830551
27,Minnesota,Psychostimulants,2013,"Rate per 100,000",0.73202,0.22933045029640198
28,Mississippi,Psychostimulants,2013,"Rate per 100,000",N/A,N/A
29,Missouri,Psychostimulants,2013,"Rate per 100,000",1.34747,0.31032928824424744
30,Montana,Psychostimulants,2013,"Rate per 100,000",N/A,N/A
31,Nebraska,Psychostimulants,2013,"Rate per 100,000",N/A,N/A
32,Nevada,Psychostimulants,2013,"Rate per 100,000",4.8737,0.82213276624679565
33,New Hampshire,Psychostimulants,2013,"Rate per 100,000",N/A,N/A
34,New Jersey,Psychostimulants,2013,"Rate per 100,000",N/A,N/A
35,New Mexico,Psychostimulants,2013,"Rate per 100,000",4.21427,0.93202781677246094
36,New York,Psychostimulants,2013,"Rate per 100,000",0.26372,7.2286456823348999E-2
37,North Carolina,Psychostimulants,2013,"Rate per 100,000",0.34605,0.11965200304985046
38,North Dakota,Psychostimulants,2013,"Rate per 100,000",N/A,N/A
39,Ohio,Psychostimulants,2013,"Rate per 100,000",0.48746,0.13540865480899811
40,Oklahoma,Psychostimulants,2013,"Rate per 100,000",3.92137,0.65080702304840088
41,Oregon,Psychostimulants,2013,"Rate per 100,000",2.09435,0.46675261855125427
42,Pennsylvania,Psychostimulants,2013,"Rate per 100,000",0.28264,9.8285451531410217E-2
44,Rhode Island,Psychostimulants,2013,"Rate per 100,000",N/A,N/A
45,South Carolina,Psychostimulants,2013,"Rate per 100,000",0.58909,0.22709247469902039
46,South Dakota,Psychostimulants,2013,"Rate per 100,000",N/A,N/A
47,Tennessee,Psychostimulants,2013,"Rate per 100,000",1.2792,0.28582841157913208
48,Texas,Psychostimulants,2013,"Rate per 100,000",1.24701,0.13654373586177826
49,Utah,Psychostimulants,2013,"Rate per 100,000",3.75601,0.7434954047203064
50,Vermont,Psychostimulants,2013,"Rate per 100,000",N/A,N/A
51,Virginia,Psychostimulants,2013,"Rate per 100,000",0.28324,0.12256843596696854
53,Washington,Psychostimulants,2013,"Rate per 100,000",2.73878,0.39360499382019043
54,West Virginia,Psychostimulants,2013,"Rate per 100,000",2.29189,0.72959190607070923
55,Wisconsin,Psychostimulants,2013,"Rate per 100,000",0.47442,0.18911564350128174
56,Wyoming,Psychostimulants,2013,"Rate per 100,000",N/A,N/A
US,United States,Psychostimulants,2013,"Rate per 100,000",1.16308,3.8494911044836044E-2
01,Alabama,Synthetic opioids,2013,"Rate per 100,000",0.60251,0.22097805575999999
02,Alaska,Synthetic opioids,2013,"Rate per 100,000",N/A,0.87830713851999898
04,Arizona,Synthetic opioids,2013,"Rate per 100,000",0.80761,0.223075871199999
