Indicator,"Prescription opioid painkiller sales in kilograms per 100,000 people by oxycodone and hydrocodone"
Source,"U.S. Drug Enforcement Agency's Automated Reports and Consolidated Ordering System (ARCOS) Retail Drug Summary Reports.<br />
<br />
Suggested Citation:<br />
SHADAC analysis of [DATA SOURCE], State Health Compare, SHADAC, University of Minnesota, statehealthcompare.shadac.org, Accessed [DATE]."
Notes,"The DEA ARCOS system records legal transactions of controlled substances, such as prescription opioids. Although there are other prescription opioids, oxycodone (also known by the brand names "Oxycontin" and "Percocet") and hydrocodone (also known by the brand names "Vicodin" and "Lortab") are the most common according to DEA ARCOS data."
Description,"Annual kilograms sold of oxycodone and hydrocodone per 100,000 people.<br />"
36,New York,Hydrocodone,2008,"Rate per 100,000",7.19087,
36,New York,Hydrocodone,2007,"Rate per 100,000",7.49899,
36,New York,Hydrocodone,2006,"Rate per 100,000",6.3263,
36,New York,Hydrocodone,2005,"Rate per 100,000",6.25605,
36,New York,Hydrocodone,2004,"Rate per 100,000",5.80114,
36,New York,Hydrocodone,2003,"Rate per 100,000",5.47794,
36,New York,Hydrocodone,2002,"Rate per 100,000",4.52922,
36,New York,Hydrocodone,2001,"Rate per 100,000",3.55381,
36,New York,Hydrocodone,2000,"Rate per 100,000",3.21508,
36,New York,Oxycodone,2016,"Rate per 100,000",17.7834,
36,New York,Oxycodone,2015,"Rate per 100,000",18.98567,
36,New York,Oxycodone,2014,"Rate per 100,000",18.13539,
36,New York,Oxycodone,2013,"Rate per 100,000",18.08577,
36,New York,Oxycodone,2012,"Rate per 100,000",19.11731,
36,New York,Oxycodone,2011,"Rate per 100,000",19.01093,
36,New York,Oxycodone,2010,"Rate per 100,000",17.5284,
36,New York,Oxycodone,2009,"Rate per 100,000",15.2839,
36,New York,Oxycodone,2008,"Rate per 100,000",12.75963,
36,New York,Oxycodone,2007,"Rate per 100,000",10.87585,
36,New York,Oxycodone,2006,"Rate per 100,000",8.89638,
36,New York,Oxycodone,2005,"Rate per 100,000",7.58965,
36,New York,Oxycodone,2004,"Rate per 100,000",6.88452,
36,New York,Oxycodone,2003,"Rate per 100,000",6.02721,
36,New York,Oxycodone,2002,"Rate per 100,000",4.62376,
36,New York,Oxycodone,2001,"Rate per 100,000",3.52882,
36,New York,Oxycodone,2000,"Rate per 100,000",2.94213,
37,North Carolina,Oxycodone,2000,"Rate per 100,000",7.07641,
37,North Carolina,Oxycodone,2001,"Rate per 100,000",8.90888,
37,North Carolina,Oxycodone,2002,"Rate per 100,000",8.06632,
37,North Carolina,Oxycodone,2003,"Rate per 100,000",9.48263,
37,North Carolina,Oxycodone,2004,"Rate per 100,000",12.44565,
37,North Carolina,Oxycodone,2005,"Rate per 100,000",13.24617,
37,North Carolina,Oxycodone,2006,"Rate per 100,000",15.9769,
37,North Carolina,Oxycodone,2007,"Rate per 100,000",19.16516,
37,North Carolina,Oxycodone,2008,"Rate per 100,000",19.90236,
37,North Carolina,Oxycodone,2009,"Rate per 100,000",23.0724,
37,North Carolina,Oxycodone,2010,"Rate per 100,000",21.25977,
37,North Carolina,Oxycodone,2011,"Rate per 100,000",22.98757,
37,North Carolina,Oxycodone,2012,"Rate per 100,000",25.13284,
37,North Carolina,Oxycodone,2013,"Rate per 100,000",26.28326,
37,North Carolina,Oxycodone,2014,"Rate per 100,000",26.91513,
37,North Carolina,Oxycodone,2015,"Rate per 100,000",27.77559,
37,North Carolina,Oxycodone,2016,"Rate per 100,000",26.544,
37,North Carolina,Hydrocodone,2000,"Rate per 100,000",5.57449,
37,North Carolina,Hydrocodone,2001,"Rate per 100,000",5.73628,
37,North Carolina,Hydrocodone,2002,"Rate per 100,000",6.24212,
37,North Carolina,Hydrocodone,2003,"Rate per 100,000",7.62879,
37,North Carolina,Hydrocodone,2004,"Rate per 100,000",8.41691,
37,North Carolina,Hydrocodone,2005,"Rate per 100,000",9.56414,
37,North Carolina,Hydrocodone,2006,"Rate per 100,000",10.41904,
37,North Carolina,Hydrocodone,2007,"Rate per 100,000",13.9403,
37,North Carolina,Hydrocodone,2008,"Rate per 100,000",12.12936,
37,North Carolina,Hydrocodone,2009,"Rate per 100,000",12.79903,
37,North Carolina,Hydrocodone,2010,"Rate per 100,000",10.57583,
37,North Carolina,Hydrocodone,2011,"Rate per 100,000",11.59478,
37,North Carolina,Hydrocodone,2012,"Rate per 100,000",11.55983,
37,North Carolina,Hydrocodone,2013,"Rate per 100,000",11.50523,
37,North Carolina,Hydrocodone,2014,"Rate per 100,000",10.68988,
37,North Carolina,Hydrocodone,2015,"Rate per 100,000",9.98592,
37,North Carolina,Hydrocodone,2016,"Rate per 100,000",9.1538,
37,North Carolina,Oxycodone,2017,"Rate per 100,000",23.48141,
37,North Carolina,Hydrocodone,2017,"Rate per 100,000",8.0442,
38,North Dakota,Hydrocodone,2017,"Rate per 100,000",6.12969,
38,North Dakota,Oxycodone,2017,"Rate per 100,000",8.70448,
38,North Dakota,Hydrocodone,2016,"Rate per 100,000",7.23458,
38,North Dakota,Hydrocodone,2015,"Rate per 100,000",8.58024,
38,North Dakota,Hydrocodone,2014,"Rate per 100,000",9.2129,
38,North Dakota,Hydrocodone,2013,"Rate per 100,000",9.13256,
38,North Dakota,Hydrocodone,2012,"Rate per 100,000",9.2141,
38,North Dakota,Hydrocodone,2011,"Rate per 100,000",8.75411,
38,North Dakota,Hydrocodone,2010,"Rate per 100,000",7.47638,
38,North Dakota,Hydrocodone,2009,"Rate per 100,000",10.33355,
38,North Dakota,Hydrocodone,2008,"Rate per 100,000",14.51613,
38,North Dakota,Hydrocodone,2007,"Rate per 100,000",6.60291,
38,North Dakota,Hydrocodone,2006,"Rate per 100,000",5.48417,
38,North Dakota,Hydrocodone,2005,"Rate per 100,000",4.87992,
38,North Dakota,Hydrocodone,2004,"Rate per 100,000",3.94111,
38,North Dakota,Hydrocodone,2003,"Rate per 100,000",3.62919,
38,North Dakota,Hydrocodone,2002,"Rate per 100,000",3.01023,
38,North Dakota,Hydrocodone,2001,"Rate per 100,000",2.37382,
38,North Dakota,Hydrocodone,2000,"Rate per 100,000",1.87435,
38,North Dakota,Oxycodone,2016,"Rate per 100,000",10.31422,
38,North Dakota,Oxycodone,2015,"Rate per 100,000",11.78698,
38,North Dakota,Oxycodone,2014,"Rate per 100,000",11.57425,
38,North Dakota,Oxycodone,2013,"Rate per 100,000",11.32994,
38,North Dakota,Oxycodone,2012,"Rate per 100,000",11.03195,
38,North Dakota,Oxycodone,2011,"Rate per 100,000",10.06292,
38,North Dakota,Oxycodone,2010,"Rate per 100,000",8.91456,
38,North Dakota,Oxycodone,2009,"Rate per 100,000",9.16214,
38,North Dakota,Oxycodone,2008,"Rate per 100,000",8.67156,
38,North Dakota,Oxycodone,2007,"Rate per 100,000",8.40391,
38,North Dakota,Oxycodone,2006,"Rate per 100,000",7.47796,
38,North Dakota,Oxycodone,2005,"Rate per 100,000",7.21601,
38,North Dakota,Oxycodone,2004,"Rate per 100,000",6.58154,
38,North Dakota,Oxycodone,2003,"Rate per 100,000",6.47317,
38,North Dakota,Oxycodone,2002,"Rate per 100,000",5.59199,
38,North Dakota,Oxycodone,2001,"Rate per 100,000",4.57338,
38,North Dakota,Oxycodone,2000,"Rate per 100,000",3.04383,
39,Ohio,Oxycodone,2000,"Rate per 100,000",7.65669,
39,Ohio,Oxycodone,2001,"Rate per 100,000",9.07298,
39,Ohio,Oxycodone,2002,"Rate per 100,000",10.06275,
39,Ohio,Oxycodone,2003,"Rate per 100,000",12.69543,
39,Ohio,Oxycodone,2004,"Rate per 100,000",15.4087,
39,Ohio,Oxycodone,2005,"Rate per 100,000",16.10372,
39,Ohio,Oxycodone,2006,"Rate per 100,000",19.02111,
39,Ohio,Oxycodone,2007,"Rate per 100,000",20.99056,
39,Ohio,Oxycodone,2008,"Rate per 100,000",22.92672,
39,Ohio,Oxycodone,2009,"Rate per 100,000",25.6004,
39,Ohio,Oxycodone,2010,"Rate per 100,000",26.33378,
39,Ohio,Oxycodone,2011,"Rate per 100,000",25.7412,
39,Ohio,Oxycodone,2012,"Rate per 100,000",24.49532,
39,Ohio,Oxycodone,2013,"Rate per 100,000",22.47807,
39,Ohio,Oxycodone,2014,"Rate per 100,000",21.42931,
39,Ohio,Oxycodone,2015,"Rate per 100,000",20.76688,
39,Ohio,Oxycodone,2016,"Rate per 100,000",19.21598,
39,Ohio,Hydrocodone,2000,"Rate per 100,000",4.41258,
39,Ohio,Hydrocodone,2001,"Rate per 100,000",4.71115,
39,Ohio,Hydrocodone,2002,"Rate per 100,000",5.47005,
39,Ohio,Hydrocodone,2003,"Rate per 100,000",6.31704,
39,Ohio,Hydrocodone,2004,"Rate per 100,000",6.47895,
39,Ohio,Hydrocodone,2005,"Rate per 100,000",7.1558,
39,Ohio,Hydrocodone,2006,"Rate per 100,000",7.82967,
39,Ohio,Hydrocodone,2007,"Rate per 100,000",9.09304,
39,Ohio,Hydrocodone,2008,"Rate per 100,000",9.73511,
39,Ohio,Hydrocodone,2009,"Rate per 100,000",10.53004,
39,Ohio,Hydrocodone,2010,"Rate per 100,000",10.52103,
39,Ohio,Hydrocodone,2011,"Rate per 100,000",11.49583,
39,Ohio,Hydrocodone,2012,"Rate per 100,000",10.72707,
39,Ohio,Hydrocodone,2013,"Rate per 100,000",10.06039,
39,Ohio,Hydrocodone,2014,"Rate per 100,000",9.4469,
39,Ohio,Hydrocodone,2015,"Rate per 100,000",8.47466,
39,Ohio,Hydrocodone,2016,"Rate per 100,000",7.52168,
39,Ohio,Oxycodone,2017,"Rate per 100,000",16.69945,
39,Ohio,Hydrocodone,2017,"Rate per 100,000",6.42685,
40,Oklahoma,Hydrocodone,2017,"Rate per 100,000",19.15768,
40,Oklahoma,Oxycodone,2017,"Rate per 100,000",23.90401,
40,Oklahoma,Hydrocodone,2016,"Rate per 100,000",20.84027,
40,Oklahoma,Hydrocodone,2015,"Rate per 100,000",22.50822,
40,Oklahoma,Hydrocodone,2014,"Rate per 100,000",25.19458,
40,Oklahoma,Hydrocodone,2013,"Rate per 100,000",30.42791,
40,Oklahoma,Hydrocodone,2012,"Rate per 100,000",27.58832,
40,Oklahoma,Hydrocodone,2011,"Rate per 100,000",27.97649,
40,Oklahoma,Hydrocodone,2010,"Rate per 100,000",24.77964,
40,Oklahoma,Hydrocodone,2009,"Rate per 100,000",25.40571,
40,Oklahoma,Hydrocodone,2008,"Rate per 100,000",23.49261,
40,Oklahoma,Hydrocodone,2007,"Rate per 100,000",21.33756,
40,Oklahoma,Hydrocodone,2006,"Rate per 100,000",18.42386,
40,Oklahoma,Hydrocodone,2005,"Rate per 100,000",15.25596,
40,Oklahoma,Hydrocodone,2004,"Rate per 100,000",14.68715,
40,Oklahoma,Hydrocodone,2003,"Rate per 100,000",13.20749,
40,Oklahoma,Hydrocodone,2002,"Rate per 100,000",11.15624,
40,Oklahoma,Hydrocodone,2001,"Rate per 100,000",9.755,
40,Oklahoma,Hydrocodone,2000,"Rate per 100,000",8.59326,
40,Oklahoma,Oxycodone,2016,"Rate per 100,000",25.53909,
40,Oklahoma,Oxycodone,2015,"Rate per 100,000",26.85235,
40,Oklahoma,Oxycodone,2014,"Rate per 100,000",26.38766,
40,Oklahoma,Oxycodone,2013,"Rate per 100,000",24.50204,
40,Oklahoma,Oxycodone,2012,"Rate per 100,000",23.98113,
40,Oklahoma,Oxycodone,2011,"Rate per 100,000",22.2918,
40,Oklahoma,Oxycodone,2010,"Rate per 100,000",20.89205,
40,Oklahoma,Oxycodone,2009,"Rate per 100,000",20.84287,
40,Oklahoma,Oxycodone,2008,"Rate per 100,000",19.42676,
40,Oklahoma,Oxycodone,2007,"Rate per 100,000",19.26904,
40,Oklahoma,Oxycodone,2006,"Rate per 100,000",14.84747,
40,Oklahoma,Oxycodone,2005,"Rate per 100,000",13.067,
40,Oklahoma,Oxycodone,2004,"Rate per 100,000",10.80334,
40,Oklahoma,Oxycodone,2003,"Rate per 100,000",9.62183,
40,Oklahoma,Oxycodone,2002,"Rate per 100,000",8.0805,
40,Oklahoma,Oxycodone,2001,"Rate per 100,000",6.76786,
40,Oklahoma,Oxycodone,2000,"Rate per 100,000",4.61335,
41,Oregon,Oxycodone,2000,"Rate per 100,000",6.72284,
41,Oregon,Oxycodone,2001,"Rate per 100,000",10.12328,
41,Oregon,Oxycodone,2002,"Rate per 100,000",10.89814,
41,Oregon,Oxycodone,2003,"Rate per 100,000",11.36228,
41,Oregon,Oxycodone,2004,"Rate per 100,000",12.3256,
41,Oregon,Oxycodone,2005,"Rate per 100,000",13.17902,
41,Oregon,Oxycodone,2006,"Rate per 100,000",18.00866,
41,Oregon,Oxycodone,2007,"Rate per 100,000",24.69869,
41,Oregon,Oxycodone,2008,"Rate per 100,000",25.01123,
41,Oregon,Oxycodone,2009,"Rate per 100,000",27.01096,
41,Oregon,Oxycodone,2010,"Rate per 100,000",25.51758,
41,Oregon,Oxycodone,2011,"Rate per 100,000",25.96617,
41,Oregon,Oxycodone,2012,"Rate per 100,000",25.82912,
41,Oregon,Oxycodone,2013,"Rate per 100,000",24.75307,
41,Oregon,Oxycodone,2014,"Rate per 100,000",24.46766,
41,Oregon,Oxycodone,2015,"Rate per 100,000",23.62319,
41,Oregon,Oxycodone,2016,"Rate per 100,000",21.32608,
41,Oregon,Hydrocodone,2000,"Rate per 100,000",6.08541,
41,Oregon,Hydrocodone,2001,"Rate per 100,000",6.97928,
41,Oregon,Hydrocodone,2002,"Rate per 100,000",7.88331,
41,Oregon,Hydrocodone,2003,"Rate per 100,000",9.05332,
41,Oregon,Hydrocodone,2004,"Rate per 100,000",9.70457,
41,Oregon,Hydrocodone,2005,"Rate per 100,000",10.30312,
41,Oregon,Hydrocodone,2006,"Rate per 100,000",11.36701,
41,Oregon,Hydrocodone,2007,"Rate per 100,000",12.26189,
41,Oregon,Hydrocodone,2008,"Rate per 100,000",13.20589,
41,Oregon,Hydrocodone,2009,"Rate per 100,000",13.69045,
41,Oregon,Hydrocodone,2010,"Rate per 100,000",14.15733,
41,Oregon,Hydrocodone,2011,"Rate per 100,000",14.75104,
41,Oregon,Hydrocodone,2012,"Rate per 100,000",14.01681,
41,Oregon,Hydrocodone,2013,"Rate per 100,000",13.81421,
41,Oregon,Hydrocodone,2014,"Rate per 100,000",14.51239,
41,Oregon,Hydrocodone,2015,"Rate per 100,000",12.41863,
41,Oregon,Hydrocodone,2016,"Rate per 100,000",11.26852,
41,Oregon,Oxycodone,2017,"Rate per 100,000",18.09769,
41,Oregon,Hydrocodone,2017,"Rate per 100,000",9.79025,
42,Pennsylvania,Hydrocodone,2017,"Rate per 100,000",5.12053,
42,Pennsylvania,Oxycodone,2017,"Rate per 100,000",23.63343,
42,Pennsylvania,Hydrocodone,2016,"Rate per 100,000",6.17903,
42,Pennsylvania,Hydrocodone,2015,"Rate per 100,000",6.98498,
42,Pennsylvania,Hydrocodone,2014,"Rate per 100,000",7.87898,
42,Pennsylvania,Hydrocodone,2013,"Rate per 100,000",8.65784,
42,Pennsylvania,Hydrocodone,2012,"Rate per 100,000",8.64515,
42,Pennsylvania,Hydrocodone,2011,"Rate per 100,000",8.8048,
42,Pennsylvania,Hydrocodone,2010,"Rate per 100,000",8.31089,
42,Pennsylvania,Hydrocodone,2009,"Rate per 100,000",8.63756,
42,Pennsylvania,Hydrocodone,2008,"Rate per 100,000",8.22682,
42,Pennsylvania,Hydrocodone,2007,"Rate per 100,000",7.57414,
42,Pennsylvania,Hydrocodone,2006,"Rate per 100,000",6.65272,
42,Pennsylvania,Hydrocodone,2005,"Rate per 100,000",6.17008,
42,Pennsylvania,Hydrocodone,2004,"Rate per 100,000",5.84148,
42,Pennsylvania,Hydrocodone,2003,"Rate per 100,000",5.81679,
42,Pennsylvania,Hydrocodone,2002,"Rate per 100,000",4.52169,
42,Pennsylvania,Hydrocodone,2001,"Rate per 100,000",3.71764,
42,Pennsylvania,Hydrocodone,2000,"Rate per 100,000",3.57276,
42,Pennsylvania,Oxycodone,2016,"Rate per 100,000",27.20811,
42,Pennsylvania,Oxycodone,2015,"Rate per 100,000",29.41568,
42,Pennsylvania,Oxycodone,2014,"Rate per 100,000",29.36153,
42,Pennsylvania,Oxycodone,2013,"Rate per 100,000",29.19201,
42,Pennsylvania,Oxycodone,2012,"Rate per 100,000",30.58448,
42,Pennsylvania,Oxycodone,2011,"Rate per 100,000",28.84726,
42,Pennsylvania,Oxycodone,2010,"Rate per 100,000",26.65923,
42,Pennsylvania,Oxycodone,2009,"Rate per 100,000",25.36882,
42,Pennsylvania,Oxycodone,2008,"Rate per 100,000",23.05119,
42,Pennsylvania,Oxycodone,2007,"Rate per 100,000",20.72922,
42,Pennsylvania,Oxycodone,2006,"Rate per 100,000",18.1816,
42,Pennsylvania,Oxycodone,2005,"Rate per 100,000",15.77423,
42,Pennsylvania,Oxycodone,2004,"Rate per 100,000",14.65436,
42,Pennsylvania,Oxycodone,2003,"Rate per 100,000",13.80629,
42,Pennsylvania,Oxycodone,2002,"Rate per 100,000",11.29741,
42,Pennsylvania,Oxycodone,2001,"Rate per 100,000",10.72336,
42,Pennsylvania,Oxycodone,2000,"Rate per 100,000",9.01652,
44,Rhode Island,Oxycodone,2000,"Rate per 100,000",7.06113,
44,Rhode Island,Oxycodone,2001,"Rate per 100,000",8.61308,
44,Rhode Island,Oxycodone,2002,"Rate per 100,000",10.83748,
44,Rhode Island,Oxycodone,2003,"Rate per 100,000",12.30976,
44,Rhode Island,Oxycodone,2004,"Rate per 100,000",14.27942,
44,Rhode Island,Oxycodone,2005,"Rate per 100,000",14.78782,
44,Rhode Island,Oxycodone,2006,"Rate per 100,000",17.16781,
44,Rhode Island,Oxycodone,2007,"Rate per 100,000",19.26524,
44,Rhode Island,Oxycodone,2008,"Rate per 100,000",19.96225,
44,Rhode Island,Oxycodone,2009,"Rate per 100,000",20.70351,
44,Rhode Island,Oxycodone,2010,"Rate per 100,000",21.75285,
44,Rhode Island,Oxycodone,2011,"Rate per 100,000",23.35215,
44,Rhode Island,Oxycodone,2012,"Rate per 100,000",24.77642,
44,Rhode Island,Oxycodone,2013,"Rate per 100,000",22.55339,
44,Rhode Island,Oxycodone,2014,"Rate per 100,000",20.57351,
44,Rhode Island,Oxycodone,2015,"Rate per 100,000",19.93397,
44,Rhode Island,Oxycodone,2016,"Rate per 100,000",18.63436,
44,Rhode Island,Hydrocodone,2000,"Rate per 100,000",4.92374,
44,Rhode Island,Hydrocodone,2001,"Rate per 100,000",4.14088,
44,Rhode Island,Hydrocodone,2002,"Rate per 100,000",5.79529,
44,Rhode Island,Hydrocodone,2003,"Rate per 100,000",6.34847,
44,Rhode Island,Hydrocodone,2004,"Rate per 100,000",5.99344,
44,Rhode Island,Hydrocodone,2005,"Rate per 100,000",7.51999,
44,Rhode Island,Hydrocodone,2006,"Rate per 100,000",6.88869,
44,Rhode Island,Hydrocodone,2007,"Rate per 100,000",10.32279,
44,Rhode Island,Hydrocodone,2008,"Rate per 100,000",8.69522,
44,Rhode Island,Hydrocodone,2009,"Rate per 100,000",8.89152,
44,Rhode Island,Hydrocodone,2010,"Rate per 100,000",8.47979,
44,Rhode Island,Hydrocodone,2011,"Rate per 100,000",9.19026,
44,Rhode Island,Hydrocodone,2012,"Rate per 100,000",8.21953,
44,Rhode Island,Hydrocodone,2013,"Rate per 100,000",7.23306,
44,Rhode Island,Hydrocodone,2014,"Rate per 100,000",6.26556,
44,Rhode Island,Hydrocodone,2015,"Rate per 100,000",5.41541,
44,Rhode Island,Hydrocodone,2016,"Rate per 100,000",4.7771,
44,Rhode Island,Oxycodone,2017,"Rate per 100,000",15.44055,
44,Rhode Island,Hydrocodone,2017,"Rate per 100,000",3.94004,
45,South Carolina,Hydrocodone,2017,"Rate per 100,000",11.82089,
45,South Carolina,Oxycodone,2017,"Rate per 100,000",20.21111,
45,South Carolina,Hydrocodone,2016,"Rate per 100,000",13.35433,
45,South Carolina,Hydrocodone,2015,"Rate per 100,000",14.54103,
45,South Carolina,Hydrocodone,2014,"Rate per 100,000",23.55266,
45,South Carolina,Hydrocodone,2013,"Rate per 100,000",30.36411,
45,South Carolina,Hydrocodone,2012,"Rate per 100,000",29.34026,
45,South Carolina,Hydrocodone,2011,"Rate per 100,000",27.33524,
45,South Carolina,Hydrocodone,2010,"Rate per 100,000",25.25924,
45,South Carolina,Hydrocodone,2009,"Rate per 100,000",27.34218,
45,South Carolina,Hydrocodone,2008,"Rate per 100,000",19.88219,
45,South Carolina,Hydrocodone,2007,"Rate per 100,000",27.68655,
45,South Carolina,Hydrocodone,2006,"Rate per 100,000",14.84452,
45,South Carolina,Hydrocodone,2005,"Rate per 100,000",12.44501,
45,South Carolina,Hydrocodone,2004,"Rate per 100,000",11.92901,
45,South Carolina,Hydrocodone,2003,"Rate per 100,000",11.20031,
45,South Carolina,Hydrocodone,2002,"Rate per 100,000",9.0924,
45,South Carolina,Hydrocodone,2001,"Rate per 100,000",6.26438,
45,South Carolina,Hydrocodone,2000,"Rate per 100,000",6.40119,
45,South Carolina,Oxycodone,2016,"Rate per 100,000",22.29564,
45,South Carolina,Oxycodone,2015,"Rate per 100,000",22.68872,
45,South Carolina,Oxycodone,2014,"Rate per 100,000",21.47402,
45,South Carolina,Oxycodone,2013,"Rate per 100,000",20.27079,
45,South Carolina,Oxycodone,2012,"Rate per 100,000",20.99493,
45,South Carolina,Oxycodone,2011,"Rate per 100,000",19.30945,
45,South Carolina,Oxycodone,2010,"Rate per 100,000",18.02771,
45,South Carolina,Oxycodone,2009,"Rate per 100,000",17.98301,
45,South Carolina,Oxycodone,2008,"Rate per 100,000",15.60087,
45,South Carolina,Oxycodone,2007,"Rate per 100,000",14.38994,
45,South Carolina,Oxycodone,2006,"Rate per 100,000",13.06364,
45,South Carolina,Oxycodone,2005,"Rate per 100,000",11.1945,
45,South Carolina,Oxycodone,2004,"Rate per 100,000",11.80135,
45,South Carolina,Oxycodone,2003,"Rate per 100,000",11.20027,
45,South Carolina,Oxycodone,2002,"Rate per 100,000",9.86458,
45,South Carolina,Oxycodone,2001,"Rate per 100,000",9.1223,
45,South Carolina,Oxycodone,2000,"Rate per 100,000",7.7128,
46,South Dakota,Oxycodone,2000,"Rate per 100,000",2.9747,
46,South Dakota,Oxycodone,2001,"Rate per 100,000",3.82713,
46,South Dakota,Oxycodone,2002,"Rate per 100,000",4.98332,
46,South Dakota,Oxycodone,2003,"Rate per 100,000",6.71685,
46,South Dakota,Oxycodone,2004,"Rate per 100,000",7.28467,
46,South Dakota,Oxycodone,2005,"Rate per 100,000",7.82744,
46,South Dakota,Oxycodone,2006,"Rate per 100,000",9.53847,
46,South Dakota,Oxycodone,2007,"Rate per 100,000",10.7997,
46,South Dakota,Oxycodone,2008,"Rate per 100,000",10.8723,
46,South Dakota,Oxycodone,2009,"Rate per 100,000",11.59902,
46,South Dakota,Oxycodone,2010,"Rate per 100,000",10.73588,
46,South Dakota,Oxycodone,2011,"Rate per 100,000",10.99204,
46,South Dakota,Oxycodone,2012,"Rate per 100,000",10.48712,
46,South Dakota,Oxycodone,2013,"Rate per 100,000",10.33204,
46,South Dakota,Oxycodone,2014,"Rate per 100,000",12.78654,
46,South Dakota,Oxycodone,2015,"Rate per 100,000",13.17357,
46,South Dakota,Oxycodone,2016,"Rate per 100,000",10.4229,
46,South Dakota,Hydrocodone,2000,"Rate per 100,000",2.05734,
46,South Dakota,Hydrocodone,2001,"Rate per 100,000",2.55,
46,South Dakota,Hydrocodone,2002,"Rate per 100,000",3.23773,
46,South Dakota,Hydrocodone,2003,"Rate per 100,000",4.0939,
46,South Dakota,Hydrocodone,2004,"Rate per 100,000",4.53224,
46,South Dakota,Hydrocodone,2005,"Rate per 100,000",5.109,
46,South Dakota,Hydrocodone,2006,"Rate per 100,000",6.36806,
46,South Dakota,Hydrocodone,2007,"Rate per 100,000",6.66556,
46,South Dakota,Hydrocodone,2008,"Rate per 100,000",8.36261,
46,South Dakota,Hydrocodone,2009,"Rate per 100,000",9.13046,
46,South Dakota,Hydrocodone,2010,"Rate per 100,000",8.91543,
46,South Dakota,Hydrocodone,2011,"Rate per 100,000",10.10832,
46,South Dakota,Hydrocodone,2012,"Rate per 100,000",9.72385,
46,South Dakota,Hydrocodone,2013,"Rate per 100,000",10.14575,
46,South Dakota,Hydrocodone,2014,"Rate per 100,000",10.20633,
46,South Dakota,Hydrocodone,2015,"Rate per 100,000",9.75071,
46,South Dakota,Hydrocodone,2016,"Rate per 100,000",8.56133,
46,South Dakota,Oxycodone,2017,"Rate per 100,000",8.4673,
46,South Dakota,Hydrocodone,2017,"Rate per 100,000",7.25861,
47,Tennessee,Hydrocodone,2017,"Rate per 100,000",15.13481,
47,Tennessee,Oxycodone,2017,"Rate per 100,000",29.16946,
47,Tennessee,Hydrocodone,2016,"Rate per 100,000",17.28306,
47,Tennessee,Hydrocodone,2015,"Rate per 100,000",18.80375,
47,Tennessee,Hydrocodone,2014,"Rate per 100,000",28.66317,
47,Tennessee,Hydrocodone,2013,"Rate per 100,000",38.85443,
47,Tennessee,Hydrocodone,2012,"Rate per 100,000",38.0767,
47,Tennessee,Hydrocodone,2011,"Rate per 100,000",32.94752,
47,Tennessee,Hydrocodone,2010,"Rate per 100,000",35.47165,
47,Tennessee,Hydrocodone,2009,"Rate per 100,000",42.27622,
47,Tennessee,Hydrocodone,2008,"Rate per 100,000",33.18016,
47,Tennessee,Hydrocodone,2007,"Rate per 100,000",34.46798,
47,Tennessee,Hydrocodone,2006,"Rate per 100,000",25.87243,
47,Tennessee,Hydrocodone,2005,"Rate per 100,000",20.3383,
47,Tennessee,Hydrocodone,2004,"Rate per 100,000",17.65478,
47,Tennessee,Hydrocodone,2003,"Rate per 100,000",15.22501,
47,Tennessee,Hydrocodone,2002,"Rate per 100,000",12.00472,
47,Tennessee,Hydrocodone,2001,"Rate per 100,000",9.20507,
47,Tennessee,Hydrocodone,2000,"Rate per 100,000",8.31716,
47,Tennessee,Oxycodone,2016,"Rate per 100,000",32.35818,
47,Tennessee,Oxycodone,2015,"Rate per 100,000",34.53415,
47,Tennessee,Oxycodone,2014,"Rate per 100,000",35.66464,
47,Tennessee,Oxycodone,2013,"Rate per 100,000",36.49856,
47,Tennessee,Oxycodone,2012,"Rate per 100,000",39.5959,
47,Tennessee,Oxycodone,2011,"Rate per 100,000",37.24084,
47,Tennessee,Oxycodone,2010,"Rate per 100,000",33.60163,
47,Tennessee,Oxycodone,2009,"Rate per 100,000",31.61004,
47,Tennessee,Oxycodone,2008,"Rate per 100,000",27.49269,
47,Tennessee,Oxycodone,2007,"Rate per 100,000",25.31596,
47,Tennessee,Oxycodone,2006,"Rate per 100,000",22.22696,
47,Tennessee,Oxycodone,2005,"Rate per 100,000",18.3126,
47,Tennessee,Oxycodone,2004,"Rate per 100,000",17.3049,
47,Tennessee,Oxycodone,2003,"Rate per 100,000",14.44592,
47,Tennessee,Oxycodone,2002,"Rate per 100,000",11.11225,
47,Tennessee,Oxycodone,2001,"Rate per 100,000",8.83769,
47,Tennessee,Oxycodone,2000,"Rate per 100,000",5.49128,
48,Texas,Oxycodone,2000,"Rate per 100,000",2.49553,
48,Texas,Oxycodone,2001,"Rate per 100,000",3.53445,
48,Texas,Oxycodone,2002,"Rate per 100,000",3.90503,
48,Texas,Oxycodone,2003,"Rate per 100,000",4.33016,
48,Texas,Oxycodone,2004,"Rate per 100,000",4.29917,
48,Texas,Oxycodone,2005,"Rate per 100,000",4.05421,
48,Texas,Oxycodone,2006,"Rate per 100,000",4.42268,
48,Texas,Oxycodone,2007,"Rate per 100,000",5.53613,
48,Texas,Oxycodone,2008,"Rate per 100,000",4.93557,
48,Texas,Oxycodone,2009,"Rate per 100,000",5.10751,
